Date,Daily_Rainfall_mm,Mean_Daily_Temperature_Celsius,Mean_Daily_Relative_Humidity_Percent,Mean_Daily_Surface_Pressure_hPa,Mean_Daily_Wind_Speed_kmh,Mean_Daily_Wind_Direction_Degree,Mean_Daily_Radiation_Wh_m2,Prakasam_Barrage_Level_ft,Prakasam_Barrage_Inflow_cusecs,Prakasam_Barrage_Outflow_cusecs,Prakasam_Barrage_Current_Storage,Prakasam_Barrage_Flood_Cushion,Flood_Event
5/26/2021,0,34.50,35.50,995.73,17.63,273.67,268.33,57.05,1761,100,3.07,0,0
5/27/2021,0,35.15,36.67,997.32,17.87,272.04,278.67,57.05,1761,100,3.07,0,0
5/28/2021,0,34.23,43.17,999.86,12.29,274.79,276.83,57.05,957,100,3.07,0,0
5/29/2021,0.4,33.64,52.00,1001.38,8.88,225.08,252.04,57.05,906,100,3.07,0,0
5/30/2021,0.3,34.63,50.17,1000.93,9.71,245.04,277.88,57.05,294,100,3.07,0,0
5/31/2021,0.1,34.92,49.79,999.48,11.32,216.25,251.83,57.05,906,100,3.07,0,0
6/1/2021,3,32.92,61.29,1000.96,8.34,229.08,248.17,57.05,819,100,3.07,0,0
6/2/2021,2,32.10,66.88,1002.03,6.14,195.54,248.96,57.05,813,75,3.07,0,0
6/3/2021,7.2,30.30,73.75,1004.10,6.08,166.54,211.54,57.05,261,0,3.07,0,0
6/4/2021,0.3,30.90,68.63,1004.76,8.29,176.88,243.58,57.05,233,0,3.07,0,0
6/5/2021,0,31.15,68.04,1004.00,9.58,173.79,257.50,57.05,875,0,3.07,0,0
6/6/2021,2.9,31.66,61.38,1003.66,8.25,181.25,267.54,57.05,883,0,3.07,0,0
6/7/2021,0.2,32.47,61.38,1002.70,8.83,214.71,245.08,57.05,883,0,3.07,0,0
6/8/2021,0.4,33.49,52.04,1001.09,10.55,253.08,241.29,57.05,1625,0,3.07,0,0
6/9/2021,0.2,33.07,52.17,999.83,13.89,267.92,253.04,57.05,1440,0,3.07,0,0
6/10/2021,0.1,32.23,53.17,998.75,15.73,275.54,168.96,57.05,1157,0,3.07,0,0
6/11/2021,2.6,28.69,67.75,999.24,17.46,274.25,115.38,57.05,904,0,3.07,0,0
6/12/2021,1.4,30.61,60.79,998.37,14.52,264.25,173.83,57.05,690,0,3.07,0,0
6/13/2021,8.6,28.57,75.88,998.06,13.03,260.46,112.29,57.05,870,0,3.07,0,0
6/14/2021,0.5,29.48,67.88,997.97,14.16,261.04,147.17,57.05,870,0,3.07,0,0
6/15/2021,0.9,30.45,62.79,997.84,14.27,249.42,167.17,57.05,1244,0,3.07,0,0
6/16/2021,0.9,30.47,61.88,999.54,16.00,259.17,184.79,57.05,931,0,3.07,0,0
6/17/2021,3.4,28.83,71.58,1000.55,12.28,264.83,88.96,57.05,904,0,3.07,0,0
6/18/2021,0.1,30.64,61.96,1001.65,12.54,242.13,172.79,57.05,1573,0,3.07,0,0
6/19/2021,0,31.48,53.96,1003.25,15.34,263.29,194.21,57.05,1386,0,3.07,0,0
6/20/2021,0,32.04,52.25,1003.25,14.79,257.08,261.08,57.05,1268,0,3.07,0,0
6/21/2021,0,32.90,46.00,1002.13,13.24,275.08,272.63,57.05,1268,0,3.07,0,0
6/22/2021,0.7,32.10,53.58,1001.46,10.11,224.25,224.46,57.05,1218,0,3.07,0,0
6/23/2021,0.4,31.09,64.83,1001.77,8.37,233.42,227.63,57.05,1100,0,3.07,0,0
6/24/2021,0.4,30.87,61.96,1002.10,11.22,257.46,243.63,57.05,877,0,3.07,0,0
6/25/2021,0.1,31.50,55.17,1000.58,15.53,276.25,226.17,57.05,674,0,3.07,0,0
6/26/2021,3.4,29.97,69.08,1000.27,12.75,271.25,199.75,57.05,664,0,3.07,0,0
6/27/2021,21.4,28.54,79.21,1001.96,8.15,250.83,154.71,57.05,664,0,3.07,0,0
6/28/2021,4.6,29.39,71.71,1002.62,7.66,216.71,243.25,57.05,770,800,3.07,0,0
6/29/2021,1.7,30.68,71.21,1002.71,9.06,178.00,251.50,57.05,644,1000,3.07,0,0
6/30/2021,2.8,31.09,72.17,1001.88,8.78,179.42,232.58,57.05,767,1000,3.07,0,0
7/1/2021,3.9,30.40,78.33,1000.71,7.99,176.08,184.04,57.05,3620,1501,3.07,0,0
7/2/2021,3.2,28.81,78.00,1002.25,10.05,241.50,122.88,57.05,8424,8400,3.07,0,0
7/3/2021,0.9,29.92,72.21,1002.41,8.25,219.46,230.54,57.05,8424,8340,3.07,0,0
7/4/2021,0.2,31.10,69.79,1001.91,6.20,205.21,225.33,57.05,10093,8400,3.07,0,0
7/5/2021,0.3,31.02,68.71,1001.37,8.44,181.67,247.00,57.05,10093,8400,3.07,0,0
7/6/2021,0.3,30.44,71.75,1000.78,7.40,212.63,257.75,57.05,8964,9400,3.07,0,0
7/7/2021,21,29.78,79.04,1000.94,6.68,209.83,168.00,57.05,9187,8741,3.07,0,0
7/8/2021,5.2,28.30,81.13,1001.21,8.43,274.67,116.21,57.05,8840,8787,3.07,0,0
7/9/2021,13.2,29.15,77.92,999.42,5.63,244.63,228.17,57.05,11624,8841,3.07,0,0
7/10/2021,5.4,28.09,83.79,997.98,6.84,229.04,188.08,57.05,14024,12646,3.07,0,0
7/11/2021,33.3,26.66,91.58,997.91,8.85,245.79,79.54,57.05,7653,13343,3.07,0,0
7/12/2021,19,26.37,92.96,998.20,7.85,231.13,57.54,56.96,6501,6581,3.05,0.02,0
7/13/2021,33.5,27.36,83.04,998.61,10.79,226.88,141.63,57.05,5131,6560,3.07,0,0
7/14/2021,12.5,26.91,86.92,999.05,12.03,222.00,172.88,57.05,11442,6551,3.07,0,0
7/15/2021,26.1,26.86,85.54,999.55,11.48,204.92,199.50,57.05,10521,8094,3.07,0,0
7/16/2021,4.6,27.71,83.50,1002.05,9.08,167.50,227.63,57.05,12800,10335,3.07,0,0
7/17/2021,7.6,28.09,82.42,1002.03,5.29,175.33,226.50,57.05,8686,7382,3.07,0,0
7/18/2021,7.9,27.91,85.29,1000.58,6.23,200.04,212.67,57.05,7475,6987,3.07,0,0
7/19/2021,3.9,28.36,81.29,999.70,9.15,247.71,231.38,57.05,8651,6957,3.07,0,0
7/20/2021,2.3,28.94,73.17,1000.83,15.34,270.08,229.83,57.05,10295,13579,3.07,0,0
7/21/2021,25.7,26.51,86.79,1000.40,16.20,262.46,86.08,57.05,8900,7530,3.07,0,0
7/22/2021,77,24.98,90.25,996.32,18.37,252.58,45.29,57.05,11449,10621,3.07,0,0
7/23/2021,5.5,26.98,80.58,996.67,15.31,259.13,121.67,57.05,111811,111811,3.07,0,0
7/24/2021,0.2,28.69,75.42,998.53,13.45,249.25,235.58,57.05,78873,74151,3.07,0,0
7/25/2021,0.6,29.83,69.58,1000.00,12.98,252.17,265.04,57.05,50840,55571,3.07,0,0
7/26/2021,0.2,29.90,68.63,1000.58,13.78,256.83,251.75,57.05,56857,48331,3.07,0,0
7/27/2021,0,29.53,65.33,1000.00,15.15,259.21,196.75,57.05,22336,26011,3.07,0,0
7/28/2021,0,29.76,62.88,1000.70,15.80,264.21,243.13,57.05,22212,22569,3.07,0,0
7/29/2021,0,29.24,64.96,1001.42,14.27,274.67,145.96,57.05,12925,10468,3.07,0,0
7/30/2021,0,30.20,61.17,1001.96,15.96,268.08,211.42,57.05,33336,10353,3.07,0,0
7/31/2021,0.1,29.34,64.63,1002.53,16.78,262.54,167.92,57.05,35346,35346,3.07,0,0
8/1/2021,0,29.85,61.83,1001.49,17.00,266.75,228.88,57.05,33619,33828,3.07,0,0
8/2/2021,0.4,30.27,59.50,1001.76,15.11,270.75,266.04,57.05,205547,205547,3.07,0,0
8/3/2021,0,30.45,58.75,1003.10,15.06,272.42,259.63,57.05,245068,222250,3.07,0,1
8/4/2021,0,30.94,60.46,1002.93,14.88,270.33,261.13,57.05,39689,39689,3.07,0,1
8/5/2021,0.5,31.08,58.54,1001.10,14.99,272.96,257.88,57.05,147939,138250,3.07,0,1
8/6/2021,0.2,31.02,59.71,1000.38,12.54,269.17,260.33,57.05,456989,444640,3.07,0,1
8/7/2021,0.3,31.02,62.54,1001.51,9.00,249.33,254.29,57.05,65854,52290,3.07,0,1
8/8/2021,1,30.80,71.08,1002.98,5.89,243.54,256.58,57.05,18812,7470,3.07,0,1
8/9/2021,7.1,30.42,75.96,1003.58,6.50,182.38,232.63,56.4,21424,16265,2.92,0.15,1
8/10/2021,5.2,30.29,74.92,1002.64,10.23,260.92,259.46,57.05,21424,15505,3.07,0,1
8/11/2021,0,30.48,73.08,1002.26,9.18,293.21,256.75,57.05,28759,20375,3.07,0,0
8/12/2021,4.6,29.74,74.42,1003.11,9.22,273.63,202.42,57.05,17552,16897,3.07,0,0
8/13/2021,9.4,29.08,78.25,1002.09,10.48,283.21,211.54,57.05,16460,16460,3.07,0,0
8/14/2021,6.9,28.66,79.63,1000.61,10.77,281.96,200.88,57.05,21307,20350,3.07,0,0
8/15/2021,8.5,28.73,78.79,1000.77,10.39,282.25,206.33,57.05,33439,22200,3.07,0,0
8/16/2021,30.1,26.39,90.50,1002.08,11.55,269.88,84.67,57.05,25215,40665,3.07,0,0
8/17/2021,2.4,26.87,85.83,1002.48,11.96,248.54,152.21,57.05,84214,63253,3.07,0,0
8/18/2021,1.6,28.21,77.25,1001.01,11.50,235.54,214.71,57.05,80676,79489,3.07,0,0
8/19/2021,1.6,29.01,75.00,1000.60,9.30,239.83,219.42,57.05,25957,48697,3.07,0,0
8/20/2021,0.2,28.46,76.63,1002.17,7.60,224.75,201.75,57.05,18363,22564,3.07,0,0
8/21/2021,43.2,26.63,91.00,1004.59,6.27,191.00,144.33,57.05,17804,22641,3.07,0,0
8/22/2021,3.6,28.01,83.29,1004.85,5.37,203.96,242.42,57.05,17804,22641,3.07,0,0
8/23/2021,3.1,28.23,82.83,1004.43,6.64,188.71,245.96,57.05,17804,22641,3.07,0,0
8/24/2021,3.4,28.81,81.38,1003.54,5.72,195.25,252.50,57.05,37484,19221,3.07,0,0
8/25/2021,8,29.14,83.00,1002.00,6.01,231.29,243.08,57.05,36444,31050,3.07,0,0
8/26/2021,5.5,28.64,82.13,1000.90,7.50,264.79,246.46,57.05,36162,38648,3.07,0,0
8/27/2021,4.5,28.18,85.96,1000.59,5.82,261.46,165.58,57.05,37467,38380,3.07,0,0
8/28/2021,8,27.25,88.92,999.12,8.15,266.92,119.29,57.05,64738,45013,3.07,0,0
8/29/2021,0.2,27.46,83.21,998.16,9.09,253.92,179.33,57.05,66397,51295,3.07,0,0
8/30/2021,21.3,26.61,89.13,999.53,7.51,240.13,123.00,57.05,52819,52459,3.07,0,0
8/31/2021,1.8,26.95,85.04,1001.98,8.02,166.50,175.21,57.05,75926,67538,3.07,0,0
9/1/2021,14.2,26.52,89.42,1003.98,5.83,102.00,156.33,57.05,65879,72129,3.07,0,0
9/2/2021,2.4,27.43,87.83,1002.90,4.15,155.54,213.58,57.05,97800,86276,3.07,0,0
9/3/2021,20.6,27.42,86.83,1001.45,4.42,225.71,200.96,57.05,66744,77005,3.07,0,0
9/4/2021,22.2,27.59,86.17,1000.92,8.28,262.92,220.42,57.05,89000,81828,3.07,0,0
9/5/2021,8.8,27.93,83.83,1000.08,8.23,256.88,178.58,57.05,89000,81828,3.07,0,0
9/6/2021,16.8,26.29,90.96,999.55,12.29,270.75,92.38,57.05,35900,41273,3.07,0,0
9/7/2021,6,27.24,82.21,999.58,12.78,226.04,219.38,57.05,91466,57782,3.07,0,0
9/8/2021,0.1,28.63,75.79,1002.21,11.83,211.88,256.38,57.05,122755,122755,3.07,0,0
9/9/2021,1.3,28.99,74.21,1003.12,12.39,259.67,240.79,57.05,122755,122755,3.07,0,0
9/10/2021,3.8,28.53,75.54,1002.25,11.02,245.79,164.92,57.05,122755,122755,3.07,0,0
9/11/2021,0,27.70,80.04,1001.19,8.35,242.42,93.25,57.05,122755,122755,3.07,0,0
9/12/2021,0.9,28.85,75.42,999.40,11.57,259.21,217.42,57.05,122755,122755,3.07,0,0
9/13/2021,1.2,28.88,74.33,998.49,13.29,241.46,184.08,57.05,19068,23018,3.07,0,0
9/14/2021,0.7,29.04,76.25,999.61,12.10,239.21,219.54,57.05,36302,22819,3.07,0,0
9/15/2021,0.8,29.30,73.75,1001.70,9.76,227.92,251.13,57.05,39623,38304,3.07,0,0
9/16/2021,0.3,29.03,76.21,1002.26,9.22,252.13,234.96,57.05,38304,39623,3.07,0,0
9/17/2021,0,29.34,71.17,1001.98,6.39,243.88,245.13,57.05,84484,60910,3.07,0,0
9/18/2021,0.6,29.07,77.79,1003.87,6.03,218.00,212.04,57.05,84484,60910,3.07,0,0
9/19/2021,0.3,29.10,77.21,1005.46,4.66,228.83,228.46,57.05,84484,60910,3.07,0,0
9/20/2021,0.1,28.53,73.29,1004.47,6.72,288.25,186.46,57.05,49475,39623,3.07,0,0
9/21/2021,0.3,27.87,79.33,1002.98,9.31,273.96,200.38,57.05,75221,60855,3.07,0,0
9/22/2021,5,28.00,79.88,1000.94,8.42,269.54,199.83,57.05,77692,68175,3.07,0,0
9/23/2021,12.4,27.73,83.63,1001.52,6.53,242.79,183.71,57.05,67327,56311,3.07,0,0
9/24/2021,4.2,28.08,84.42,1002.83,4.80,222.13,183.79,57.05,96657,89391,3.07,0,0
9/25/2021,9.6,28.36,84.38,1002.23,5.03,257.67,204.42,57.05,74859,74259,3.07,0,0
9/26/2021,7.6,28.28,83.92,999.28,9.13,289.75,182.88,57.05,74859,74259,3.07,0,0
9/27/2021,19.4,26.49,90.00,996.90,13.54,243.96,79.17,57.05,78856,83373,3.07,0,0
9/28/2021,1.2,27.87,78.96,1000.88,7.19,188.96,212.17,57.05,217301,172069,3.07,0,0
9/29/2021,0.6,28.37,80.29,1003.65,3.49,197.79,205.83,57.05,158126,116253,3.07,0,0
9/30/2021,14.4,27.60,86.79,1004.88,3.51,144.54,168.83,57.05,121772,132599,3.07,0,0
10/1/2021,2.8,28.33,83.21,1005.02,7.00,99.13,234.42,57.05,98643,90073,3.07,0,0
10/2/2021,2.5,28.05,84.67,1005.33,5.65,114.17,201.92,57.05,95879,87749,3.07,0,0
10/3/2021,0.2,28.16,86.04,1004.70,5.08,100.29,215.54,57.05,95879,87749,3.07,0,0
10/4/2021,4,28.14,85.63,1003.98,4.47,156.67,228.96,57.05,49194,50412,3.07,0,0
10/5/2021,0.3,28.12,82.38,1004.01,8.66,95.21,235.83,57.05,51268,50594,3.07,0,0
10/6/2021,9.3,27.29,88.46,1003.53,9.75,85.38,181.71,57.05,66604,62189,3.07,0,0
10/7/2021,4.1,27.64,87.04,1003.30,5.82,110.13,190.29,57.05,39057,52290,3.07,0,0
10/8/2021,3.2,28.70,82.75,1002.99,3.98,191.58,214.67,57.05,42232,52902,3.07,0,0
10/9/2021,4.4,28.58,82.88,1003.26,7.94,296.21,181.17,57.05,56822,55163,3.07,0,0
10/10/2021,3.5,28.58,84.79,1003.06,5.95,296.88,187.54,57.05,56857,55163,3.07,0,0
10/11/2021,0,28.75,79.92,1002.00,5.42,211.75,217.25,57.05,105698,59592,3.07,0,0
10/12/2021,0,28.63,78.00,1002.15,4.75,222.75,217.88,57.05,159304,152318,3.07,0,0
10/13/2021,0.1,28.85,78.83,1001.85,4.65,274.58,251.63,57.05,122304,152318,3.07,0,0
10/14/2021,0.7,28.83,80.92,1000.86,5.58,201.88,223.83,57.05,66709,60299,3.07,0,0
10/15/2021,17.6,28.31,75.71,998.65,6.90,239.71,202.00,57.05,66709,60299,3.07,0,0
10/16/2021,19.7,26.60,88.96,999.12,4.44,230.25,152.88,57.05,66922,60185,3.07,0,0
10/17/2021,4.1,27.10,88.88,1000.60,6.37,117.79,186.88,57.05,66922,60185,3.07,0,0
10/18/2021,1.1,28.45,86.63,1002.09,4.52,168.92,201.08,57.05,56363,45345,3.07,0,0
10/19/2021,0.1,28.86,78.54,1005.21,6.93,282.21,227.13,57.05,56857,45345,3.07,0,0
10/20/2021,0,29.08,73.13,1007.84,5.28,238.96,231.38,57.05,77902,63975,3.07,0,0
10/21/2021,0,28.80,77.46,1008.15,4.82,233.58,230.88,57.05,41520,41520,3.07,0,0
10/22/2021,0,28.55,72.38,1008.54,6.03,265.92,235.63,57.05,45320,45320,3.07,0,0
10/23/2021,0.3,27.43,80.25,1009.23,5.02,137.58,225.17,57.05,38946,38946,3.07,0,0
10/24/2021,1.6,27.05,83.33,1009.58,6.08,107.58,181.88,57.05,35469,35469,3.07,0,0
10/25/2021,0,27.39,75.92,1008.23,5.11,109.46,235.79,57.05,35469,35469,3.07,0,0
10/26/2021,0,27.31,72.29,1007.18,5.45,127.21,234.67,57.05,36830,32642,3.07,0,0
10/27/2021,0,27.22,70.71,1007.61,6.62,196.21,246.38,57.05,36830,32480,3.07,0,0
10/28/2021,0,27.13,72.58,1007.63,7.96,121.00,219.17,57.05,54305,34650,3.07,0,0
10/29/2021,15.7,26.18,85.29,1009.17,9.83,72.25,140.88,57.05,40015,33945,3.07,0,0
10/30/2021,0.6,26.16,88.00,1010.13,7.19,58.88,166.13,57.05,48925,30026,3.07,0,0
10/31/2021,8,26.69,87.04,1009.43,7.30,50.63,210.21,57.05,41812,33373,3.07,0,0
11/1/2021,2.1,25.88,88.88,1008.95,7.85,68.96,117.08,57.05,42240,32967,3.07,0,0
11/2/2021,16.8,24.94,91.29,1009.07,9.16,75.25,90.00,57.05,750833,58668,3.07,0,0
11/3/2021,11.1,24.68,91.92,1008.83,9.00,71.21,104.54,57.05,750833,57968,3.07,0,0
11/4/2021,11.4,24.37,91.13,1008.30,10.82,62.46,113.00,57.05,750833,57968,3.07,0,0
11/5/2021,2.3,25.21,85.63,1007.95,11.47,68.08,173.21,57.05,48380,36408,3.07,0,0
11/6/2021,0.2,25.74,82.25,1006.77,9.70,71.71,148.58,57.05,33519,33519,3.07,0,0
11/7/2021,0,26.15,76.29,1006.90,8.79,57.38,219.46,57.05,33624,33624,3.07,0,0
11/8/2021,0,25.15,74.83,1007.94,7.68,67.17,224.96,57.05,34455,34455,3.07,0,0
11/9/2021,0,24.85,74.58,1008.24,7.23,55.21,187.21,57.05,32236,32236,3.07,0,0
11/10/2021,1.6,25.63,72.92,1007.00,8.45,66.79,209.04,57.05,36502,36502,3.07,0,0
11/11/2021,25.4,23.61,90.38,1004.66,13.00,35.83,49.29,57.05,39913,39913,3.07,0,0
11/12/2021,16.7,24.94,92.38,1005.03,11.76,68.92,98.13,57.05,38084,38084,3.07,0,0
11/13/2021,10.4,25.76,89.92,1005.73,9.00,78.29,140.08,57.05,38084,38084,3.07,0,0
11/14/2021,4.3,25.92,88.75,1005.90,8.79,79.88,154.58,57.05,32696,32696,3.07,0,0
11/15/2021,5.3,25.68,90.46,1004.79,9.91,78.17,121.29,57.05,25346,25346,3.07,0,0
11/16/2021,3.3,25.92,88.96,1005.49,9.68,90.13,136.29,57.05,19575,19893,3.07,0,0
11/17/2021,4.7,26.53,83.25,1007.00,10.80,78.50,171.88,57.05,16282,16088,3.07,0,0
11/18/2021,2.8,25.75,79.04,1005.73,15.20,58.17,94.13,57.05,11324,15594,3.07,0,0
11/19/2021,15.9,24.47,92.67,1003.75,15.23,77.21,66.54,57.05,11324,15549,3.07,0,0
11/20/2021,3.8,25.43,89.58,1004.53,11.08,93.75,152.54,57.05,8981,9001,3.07,0,0
11/21/2021,4.6,25.57,90.13,1007.05,9.16,91.29,125.67,57.05,8577,8577,3.07,0,0
11/22/2021,2.2,26.16,88.75,1008.20,5.51,92.00,176.17,57.05,7063,7063,3.07,0,0
11/23/2021,8.5,26.34,88.54,1007.52,4.12,122.83,177.79,57.05,7063,7063,3.07,0,0
11/24/2021,3.8,26.36,86.04,1008.12,6.98,90.04,193.75,57.05,5782,5782,3.07,0,0
11/25/2021,0,26.29,82.00,1008.52,9.00,63.63,191.38,57.05,5626,5626,3.07,0,0
11/26/2021,0,25.34,79.42,1008.88,7.98,57.83,214.42,57.05,4078,4078,3.07,0,0
11/27/2021,0,25.63,77.88,1009.15,9.40,59.96,160.13,57.05,4069,4069,3.07,0,0
11/28/2021,10.4,24.90,83.83,1010.30,12.46,68.46,78.13,57.05,3737,3737,3.07,0,0
11/29/2021,2.1,24.58,83.54,1010.79,10.37,62.54,119.63,57.05,1818,1818,3.07,0,0
11/30/2021,0,25.07,77.63,1010.44,7.68,68.21,200.63,57.05,3202,3202,3.07,0,0
12/1/2021,0,24.52,74.83,1009.81,8.81,75.00,207.75,57.05,3702,3702,3.07,0,0
12/2/2021,0,24.05,71.67,1009.50,7.14,75.08,217.21,57.05,4296,4296,3.07,0,0
12/3/2021,0,23.71,78.96,1008.97,6.82,114.21,151.08,57.05,4118,4118,3.07,0,0
12/4/2021,0,24.82,71.83,1007.56,9.00,305.00,211.29,57.05,4468,4468,3.07,0,0
12/5/2021,0,25.32,72.04,1007.70,7.53,309.08,212.63,57.05,4143,4143,3.07,0,0
12/6/2021,0,25.85,77.17,1008.12,5.46,191.17,209.04,57.05,4842,4842,3.07,0,0
12/7/2021,0.5,25.75,84.46,1009.45,5.74,81.21,187.79,57.02,5033,5033,3.06,0.01,0
12/8/2021,0.2,26.13,77.38,1010.20,10.67,78.88,188.75,57.05,5217,5217,3.07,0,0
12/9/2021,0.8,24.92,82.25,1011.93,11.11,76.13,113.04,57.05,4717,4717,3.07,0,0
12/10/2021,1.3,25.60,79.67,1012.56,8.70,82.88,198.00,57.05,4423,4423,3.07,0,0
12/11/2021,0,25.48,78.67,1012.07,7.81,71.58,198.25,57.05,3839,3839,3.07,0,0
12/12/2021,0,25.50,76.50,1012.37,9.83,75.96,197.96,57.05,3839,3839,3.07,0,0
12/13/2021,0.1,25.09,76.00,1011.50,10.58,77.00,186.54,57.05,3839,3839,3.07,0,0
12/14/2021,0,24.59,75.42,1011.00,8.97,74.17,179.92,57.05,0,0,3.07,0,0
12/15/2021,0,23.72,73.21,1011.47,7.18,68.75,174.38,57.05,0,0,3.07,0,0
12/16/2021,0,23.48,70.92,1012.24,7.57,63.54,205.17,57.05,0,0,3.07,0,0
12/17/2021,0,23.28,65.58,1012.60,5.58,60.54,208.63,57.05,0,0,3.07,0,0
12/18/2021,0,22.13,66.13,1012.23,6.64,55.50,214.21,57.05,0,0,3.07,0,0
12/19/2021,0,22.29,68.79,1013.03,6.53,67.54,210.46,57.05,0,0,3.07,0,0
12/20/2021,0,22.58,67.04,1012.90,5.13,116.63,205.42,57.05,0,0,3.07,0,0
12/21/2021,0,21.91,59.92,1012.45,5.55,280.17,215.83,57.02,0,0,3.07,0,0
12/22/2021,0,21.53,61.13,1011.08,4.98,219.50,217.08,56.92,3949,3949,3.04,0.03,0
12/23/2021,0,22.46,70.58,1010.67,4.03,183.67,212.08,56.86,0,0,3.02,0.05,0
12/24/2021,0,22.96,78.29,1010.57,5.23,158.63,207.00,56.76,0,0,3,0.07,0
12/25/2021,0,24.18,75.96,1010.83,5.43,187.58,207.13,56.73,0,0,2.99,0.08,0
12/26/2021,0,24.39,76.79,1012.27,6.23,126.13,197.17,56.73,0,0,2.99,0.08,0
12/27/2021,0.1,23.98,78.46,1013.08,6.66,122.42,184.17,56.76,0,0,3,0.07,0
12/28/2021,1,24.07,77.54,1012.20,7.66,95.17,188.63,56.73,0,0,2.99,0.08,0
12/29/2021,0.3,24.15,78.58,1011.81,8.69,91.63,180.71,56.73,0,0,2.99,0.08,0
12/30/2021,0.4,24.70,73.67,1013.50,11.75,79.00,191.50,56.73,0,0,2.99,0.08,0
12/31/2021,0,25.00,65.00,1014.53,12.21,77.00,201.46,56.79,0,0,3.01,0.06,0
1/1/2022,0,24.92,70.79,1014.51,10.08,76.50,207.08,56.79,3947,4297,3.01,0.06,0
1/2/2022,0,24.53,74.46,1013.20,7.88,71.29,198.13,56.89,4246,4246,3.03,0.04,0
1/3/2022,0,24.09,73.63,1012.50,6.40,70.67,208.67,57.02,3947,4296,3.06,0.01,0
1/4/2022,0,23.66,71.83,1012.79,6.70,71.96,208.79,57.05,3202,4143,3.07,0,0
1/5/2022,0,23.64,73.00,1012.63,6.52,99.75,209.50,57.05,3202,4296,3.07,0,0
1/6/2022,0,23.58,73.50,1011.68,8.60,93.29,205.67,57.05,3502,4078,3.07,0,0
1/7/2022,0,24.15,72.92,1011.83,10.56,96.83,197.42,57.02,3502,4078,3.06,0.01,0
1/8/2022,0,24.30,70.67,1012.05,9.74,107.71,181.63,56.96,3202,4118,3.05,0.02,0
1/9/2022,0,24.38,72.17,1010.38,8.18,115.13,182.79,56.96,3202,4118,3.05,0.02,0
1/10/2022,0.1,24.93,72.46,1010.38,8.85,117.08,197.79,56.89,3202,4118,3.03,0.04,0
1/11/2022,0.2,24.82,73.25,1010.26,8.59,90.04,193.04,56.73,3202,4118,2.99,0.08,0
1/12/2022,6.8,23.05,83.33,1010.06,7.13,132.50,138.46,56.69,4296,4296,2.99,0.08,0
1/13/2022,11.4,22.43,87.33,1009.92,7.33,88.17,112.50,56.96,4231,4231,3.05,0.02,0
1/14/2022,23.2,22.06,89.17,1009.66,7.37,94.42,153.58,57.05,3027,3027,3.07,0,0
1/15/2022,0.2,23.41,81.00,1010.63,8.10,54.42,160.21,57.05,2726,2726,3.07,0,0
1/16/2022,0,23.91,79.08,1012.46,9.05,76.17,198.29,57.05,6726,6726,3.07,0,0
1/17/2022,0.1,23.85,77.63,1013.76,7.16,123.79,205.33,57.05,2726,2726,3.07,0,0
1/18/2022,0,23.53,75.42,1012.36,4.82,132.96,201.92,57.05,2726,2726,3.07,0,0
1/19/2022,0,23.11,73.63,1010.34,4.29,175.88,214.25,57.05,2726,2726,3.07,0,0
1/20/2022,0,23.08,69.88,1008.28,4.98,167.71,222.75,57.05,2674,2674,3.07,0,0
1/21/2022,0,24.24,76.29,1007.46,7.81,229.33,211.92,57.05,2674,2674,3.07,0,0
1/22/2022,0,24.86,78.42,1006.40,4.55,132.00,203.04,57.05,2674,2674,3.07,0,0
1/23/2022,0.4,25.70,78.42,1005.83,8.75,190.17,205.54,57.05,2674,2674,3.07,0,0
1/24/2022,3.8,25.49,70.33,1005.94,5.66,206.83,202.04,57.05,3176,3176,3.07,0,0
1/25/2022,0,24.03,58.50,1007.27,5.83,243.17,226.67,57.05,3779,3779,3.07,0,0
1/26/2022,0.9,23.67,79.92,1008.38,5.50,94.79,197.38,57.05,3779,3779,3.07,0,0
1/27/2022,0.2,24.71,69.33,1009.47,7.15,40.58,225.38,57.05,3678,3678,3.07,0,0
1/28/2022,0,23.19,61.67,1011.18,6.98,48.58,236.92,57.05,3626,3626,3.07,0,0
1/29/2022,0,23.15,72.25,1011.91,6.00,78.33,236.21,57.05,3626,3626,3.07,0,0
1/30/2022,0,23.67,72.29,1010.15,5.75,190.92,225.13,57.05,3626,3626,3.07,0,0
1/31/2022,0,23.30,68.17,1008.97,4.88,110.46,237.96,57.05,3626,3626,3.07,0,0
2/1/2022,0,24.33,75.63,1008.26,4.77,131.71,224.88,57.05,3626,3626,3.07,0,0
2/2/2022,0,25.00,72.67,1008.95,5.96,125.71,238.13,57.05,3626,3626,3.07,0,0
2/3/2022,0,24.89,72.38,1008.19,10.44,140.58,215.42,57.05,3526,3526,3.07,0,0
2/4/2022,0,25.47,66.63,1006.50,9.26,223.00,210.17,57.05,3526,3526,3.07,0,0
2/5/2022,0,24.66,61.17,1008.32,4.02,172.54,245.46,57.05,3526,3526,3.07,0,0
2/6/2022,0,24.68,68.33,1011.11,7.19,105.17,239.75,57.05,3526,3526,3.07,0,0
2/7/2022,0,25.00,69.33,1011.26,5.78,103.58,241.29,57.05,3526,3526,3.07,0,0
2/8/2022,0,25.33,71.21,1010.09,6.55,109.17,235.21,57.05,3327,3327,3.07,0,0
